# x_mm  y_mm  z_mm  dk_x_radmm  dk_y_radmm  dk_z_radmm
-0.5000 -0.5000 -0.5000 -0.000855796 0.00204611 0.00219424
-0.5000 -0.5000 1.5000 0.000376282 0.00219424 0.00219424
-0.5000 -0.5000 3.5000 2.32839e-05 -0.00066141 -0.00052508
-0.5000 -0.5000 5.5000 -5.41239e-05 0.000339071 0.000424812
-0.5000 -0.5000 7.5000 -0.000306761 0.000103881 0.00077638
-0.5000 -0.5000 9.5000 -0.000646509 0.000235922 -6.34936e-05
-0.5000 -0.5000 11.5000 -0.000767548 5.20998e-05 -0.000575022
-0.5000 1.5000 -0.5000 -0.000196263 0.00219424 0.00122871
-0.5000 1.5000 1.5000 0.000347651 0.00219424 -0.00219424
-0.5000 1.5000 3.5000 -0.000255937 -3.50561e-05 -0.00219424
-0.5000 1.5000 5.5000 -0.000307717 8.93939e-05 -0.00219424
-0.5000 1.5000 7.5000 -0.000933607 -5.39456e-05 -0.00219424
-0.5000 1.5000 9.5000 -0.00200567 0.000804634 -0.00219424
-0.5000 1.5000 11.5000 -0.00109054 0.000509564 -0.00121681
-0.5000 3.5000 -0.5000 0.000191676 -0.00146795 -0.000278794
-0.5000 3.5000 1.5000 -3.27555e-05 6.71129e-07 0.000600675
-0.5000 3.5000 3.5000 1.24494e-05 -0.000445859 0.00113614
-0.5000 3.5000 5.5000 4.20981e-05 -0.000129834 0.000741154
-0.5000 3.5000 7.5000 -0.000252849 -0.00017256 0.000369328
-0.5000 3.5000 9.5000 -0.00118158 0.000548992 -0.00150153
-0.5000 3.5000 11.5000 0.000381787 -0.000220598 0.00133942
1.5000 -0.5000 -0.5000 -0.00219424 0.00219424 0.00116291
1.5000 -0.5000 1.5000 -0.000888737 0.00219424 0.000962345
1.5000 -0.5000 3.5000 0.000665828 -0.000359663 3.3604e-05
1.5000 -0.5000 5.5000 0.000266366 0.000388408 8.03168e-05
1.5000 -0.5000 7.5000 0.000744622 -0.000169871 0.000589079
1.5000 -0.5000 9.5000 0.00219424 -0.000545971 -0.000688788
1.5000 -0.5000 11.5000 0.000479376 -0.000447667 0.00114397
1.5000 1.5000 -0.5000 -0.00219424 0.00219424 0.000680218
1.5000 1.5000 1.5000 -0.000452735 0.00219424 -0.00219424
1.5000 1.5000 3.5000 0.000328579 -0.000436339 -0.00219424
