# x_mm  y_mm  z_mm  dk_x_radmm  dk_y_radmm  dk_z_radmm
-0.5000 -0.5000 -0.5000 -0.302652 -0.323491 0.3698
-0.5000 -0.5000 1.5000 -0.207906 0.25189 0.3698
-0.5000 -0.5000 3.5000 0.103899 0.16352 -0.000737005
-0.5000 -0.5000 5.5000 0.00903282 0.0951507 0.203067
-0.5000 -0.5000 7.5000 0.0130907 0.0551837 0.356838
-0.5000 -0.5000 9.5000 0.00882195 -0.00321855 0.335559
-0.5000 -0.5000 11.5000 0.010461 -0.010754 0.0496609
-0.5000 1.5000 -0.5000 -0.31578 0.325364 0.0232575
-0.5000 1.5000 1.5000 -0.219865 0.3698 -0.3698
-0.5000 1.5000 3.5000 -0.0310918 0.188586 -0.3698
-0.5000 1.5000 5.5000 -0.0674511 -0.0368108 -0.3698
-0.5000 1.5000 7.5000 -0.0474807 -0.0639904 -0.3698
-0.5000 1.5000 9.5000 -0.016606 0.0243722 -0.201211
-0.5000 1.5000 11.5000 -0.00490301 0.00958854 0.11101
-0.5000 3.5000 -0.5000 0.0830332 -0.0494833 0.0221207
-0.5000 3.5000 1.5000 0.00727362 0.0851593 0.204651
-0.5000 3.5000 3.5000 -0.0282765 -0.0905659 0.352104
-0.5000 3.5000 5.5000 -0.0250107 -0.0490677 0.20623
-0.5000 3.5000 7.5000 -0.0203519 -0.0601212 0.129229
-0.5000 3.5000 9.5000 0.000340689 -0.011456 0.208642
-0.5000 3.5000 11.5000 -0.00834618 -0.00894588 0.0344537
1.5000 -0.5000 -0.5000 -0.362543 -0.198071 0.3698
1.5000 -0.5000 1.5000 -0.122434 0.189243 0.256909
1.5000 -0.5000 3.5000 0.117936 0.0719732 -0.0970531
1.5000 -0.5000 5.5000 0.100623 0.0492886 0.0345524
1.5000 -0.5000 7.5000 0.111212 6.79742e-05 0.0789766
1.5000 -0.5000 9.5000 0.0776864 -0.0374001 -0.3698
1.5000 -0.5000 11.5000 0.0084753 -0.00329189 -0.031697
1.5000 1.5000 -0.5000 -0.3698 0.3698 0.255016
1.5000 1.5000 1.5000 -0.0435702 0.3698 -0.3698
1.5000 1.5000 3.5000 0.0469082 0.0473201 -0.3698
1.5000 1.5000 5.5000 0.150738 -0.257556 -0.3698
1.5000 1.5000 7.5000 0.176322 -0.0932764 -0.3698
1.5000 1.5000 9.5000 0.00175998 0.203815 -0.3698
1.5000 1.5000 11.5000 -0.0177564 0.0297689 -0.000700421
1.5000 3.5000 -0.5000 0.0998746 0.3698 -0.179546
1.5000 3.5000 1.5000 0.0754377 0.3698 -0.124339
1.5000 3.5000 3.5000 0.0556294 -0.0396172 -0.0367142
1.5000 3.5000 5.5000 0.127058 -0.0545903 -0.167846
1.5000 3.5000 7.5000 0.08336 0.032137 -0.146338
1.5000 3.5000 9.5000 -0.00893305 0.149896 -0.0862914
1.5000 3.5000 11.5000 -0.00609136 0.00281877 0.00401372
3.5000 -0.5000 -0.5000 0.364933 -0.0107075 -0.164899
3.5000 -0.5000 1.5000 0.057248 0.0754593 -0.0703077
3.5000 -0.5000 3.5000 -0.3698 0.0646833 0.0483816
3.5000 -0.5000 5.5000 -0.3698 0.0864663 0.241689
3.5000 -0.5000 7.5000 -0.3698 0.0573615 0.257281
3.5000 -0.5000 9.5000 0.0055213 -0.00764678 -0.3698
3.5000 -0.5000 11.5000 -0.0463033 -0.00735422 0.0554661
3.5000 1.5000 -0.5000 0.299942 0.3698 -0.0763607
3.5000 1.5000 1.5000 -0.0161033 0.3698 0.00959736
3.5000 1.5000 3.5000 -0.3698 -0.195874 0.3698
3.5000 1.5000 5.5000 -0.3698 -0.117845 0.3698
3.5000 1.5000 7.5000 -0.3698 0.115228 0.3698
3.5000 1.5000 9.5000 0.3698 0.363539 -0.3698
3.5000 1.5000 11.5000 -0.0649812 -0.00374236 -0.245411
3.5000 3.5000 -0.5000 -0.118967 0.00742733 0.00673052
3.5000 3.5000 1.5000 -0.0942897 0.0627891 0.0453737
3.5000 3.5000 3.5000 -0.178775 -0.143281 0.0832647
3.5000 3.5000 5.5000 -0.210085 -0.0354882 0.197999
3.5000 3.5000 7.5000 -0.159047 0.0452362 0.215229
3.5000 3.5000 9.5000 0.0183755 0.0696252 -0.296286
3.5000 3.5000 11.5000 -0.0628383 -0.0206086 -0.0302687
5.5000 -0.5000 -0.5000 0.217922 -0.0494905 -0.000686493
5.5000 -0.5000 1.5000 -0.256149 0.208934 -0.0728836
5.5000 -0.5000 3.5000 -0.3698 0.200163 -0.185293
5.5000 -0.5000 5.5000 -0.3698 0.127896 -0.345256
5.5000 -0.5000 7.5000 -0.318215 0.0733432 -0.3698
5.5000 -0.5000 9.5000 0.0264077 0.0105287 0.00256192
5.5000 -0.5000 11.5000 0.104221 -0.0118 0.101001
5.5000 1.5000 -0.5000 -0.116156 -0.0334301 -0.032691
5.5000 1.5000 1.5000 -0.3698 0.0134501 -0.166513
5.5000 1.5000 3.5000 -0.3698 -0.01078 -0.015434
5.5000 1.5000 5.5000 -0.3698 0.0467281 0.0618894
5.5000 1.5000 7.5000 -0.3698 0.105484 0.0862906
5.5000 1.5000 9.5000 0.123958 0.101569 -0.0352005
5.5000 1.5000 11.5000 -0.0119837 -0.0077399 -0.0228966
5.5000 3.5000 -0.5000 0.0487125 -0.0543596 -0.00345751
5.5000 3.5000 1.5000 -0.0178909 -0.0318676 0.0103347
5.5000 3.5000 3.5000 -0.00080056 -0.0709391 0.0230742
5.5000 3.5000 5.5000 -0.0162327 -0.0310012 0.0603435
5.5000 3.5000 7.5000 0.030767 -0.0291638 0.15043
5.5000 3.5000 9.5000 0.159653 -0.0137609 0.0218201
5.5000 3.5000 11.5000 0.0326056 0.00107399 -0.00688607
