# x_mm  y_mm  z_mm  dk_x_radmm  dk_y_radmm  dk_z_radmm
-0.5000 -0.5000 -0.5000 -0.000275576 0.000974047 0.000874993
-0.5000 -0.5000 1.5000 0.000345699 0.000974047 0.000974047
-0.5000 -0.5000 3.5000 -5.54972e-05 -0.000474685 -0.000290875
-0.5000 -0.5000 5.5000 -3.59807e-05 0.00012549 0.000102003
-0.5000 -0.5000 7.5000 -0.000178838 2.13043e-05 0.000195818
-0.5000 -0.5000 9.5000 -0.000364549 0.000133029 -0.000256206
-0.5000 -0.5000 11.5000 -0.000432791 3.59909e-05 -0.000351758
-0.5000 1.5000 -0.5000 9.90361e-05 0.000974047 0.00066648
-0.5000 1.5000 1.5000 0.000337688 0.000974047 -0.000974047
-0.5000 1.5000 3.5000 -0.000121542 -0.000143635 -0.000974047
-0.5000 1.5000 5.5000 -0.000126332 7.38436e-05 -0.000974047
-0.5000 1.5000 7.5000 -0.000486781 1.22041e-05 -0.000974047
-0.5000 1.5000 9.5000 -0.000974047 0.000430433 -0.000974047
-0.5000 1.5000 11.5000 -0.000601898 0.000276436 -0.000748295
-0.5000 3.5000 -0.5000 5.16818e-05 -0.000781962 -0.000169266
-0.5000 3.5000 1.5000 -2.29653e-05 -5.57047e-05 0.000198549
-0.5000 3.5000 3.5000 2.55279e-05 -0.000187765 0.000398576
-0.5000 3.5000 5.5000 3.98292e-05 -3.97324e-05 0.000275463
-0.5000 3.5000 7.5000 -0.000126901 -5.61619e-05 0.000119847
-0.5000 3.5000 9.5000 -0.000655866 0.000312172 -0.000970562
-0.5000 3.5000 11.5000 0.000217345 -0.000116516 0.000720542
1.5000 -0.5000 -0.5000 -0.000974047 0.000974047 0.000201032
1.5000 -0.5000 1.5000 -0.000412527 0.000974047 0.000364803
1.5000 -0.5000 3.5000 0.0002918 -0.000246966 8.25132e-05
1.5000 -0.5000 5.5000 8.15438e-05 0.000183067 2.17523e-05
1.5000 -0.5000 7.5000 0.000339949 -9.43037e-05 0.000274771
1.5000 -0.5000 9.5000 0.000974047 -0.000278324 3.04234e-05
1.5000 -0.5000 11.5000 0.000260419 -0.000246237 0.000655652
1.5000 1.5000 -0.5000 -0.000974047 0.000974047 0.000209511
1.5000 1.5000 1.5000 -0.000222525 0.000974047 -0.000773242
1.5000 1.5000 3.5000 0.000151436 -0.000273278 -0.000974047
1.5000 1.5000 5.5000 0.000170563 -0.000214285 -0.000974047
1.5000 1.5000 7.5000 0.000974047 -0.000513016 -0.000149374
1.5000 1.5000 9.5000 0.000974047 -0.000974047 0.000974047
1.5000 1.5000 11.5000 0.000974047 -0.000974047 0.000974047
1.5000 3.5000 -0.5000 0.000305159 0.000116841 -4.5157e-05
1.5000 3.5000 1.5000 0.000148735 0.000488411 -7.10644e-05
1.5000 3.5000 3.5000 0.000140808 -0.000127624 0.000135511
1.5000 3.5000 5.5000 0.000297807 -7.13922e-05 -0.000210554
1.5000 3.5000 7.5000 0.000974047 -0.000396546 0.000974047
1.5000 3.5000 9.5000 0.000974047 -0.000974047 0.000974047
1.5000 3.5000 11.5000 0.000974047 -0.000974047 0.000974047
3.5000 -0.5000 -0.5000 0.000522567 -0.000776186 -0.000378053
3.5000 -0.5000 1.5000 9.15267e-05 -0.00014465 -0.00015897
3.5000 -0.5000 3.5000 -0.000663411 -1.73963e-05 -1.17667e-05
3.5000 -0.5000 5.5000 -0.000974047 0.000326509 -0.000543878
3.5000 -0.5000 7.5000 -0.00010167 6.15576e-06 0.00068055
3.5000 -0.5000 9.5000 0.000974047 0.000344282 0.000974047
3.5000 -0.5000 11.5000 -0.000167772 6.14308e-05 0.000867241
3.5000 1.5000 -0.5000 0.000290208 0.00013496 -0.000220981
3.5000 1.5000 1.5000 4.7126e-05 0.000274459 -0.000205623
3.5000 1.5000 3.5000 -0.000974047 -0.000296528 0.000494996
3.5000 1.5000 5.5000 -0.000974047 0.000148319 -5.64704e-05
3.5000 1.5000 7.5000 -0.000974047 5.81253e-05 0.000974047
3.5000 1.5000 9.5000 -0.000974047 0.000974047 -0.000974047
3.5000 1.5000 11.5000 -0.000974047 0.000974047 -0.000974047
3.5000 3.5000 -0.5000 -0.000288081 -1.34573e-05 -0.000223217
3.5000 3.5000 1.5000 -0.000319556 0.0001599 -0.000297717
3.5000 3.5000 3.5000 -0.000613376 -8.06389e-05 -0.000149093
3.5000 3.5000 5.5000 -0.000310339 0.000244528 -0.000974047
3.5000 3.5000 7.5000 -0.000974047 0.000162071 0.000974047
3.5000 3.5000 9.5000 -0.000974047 0.000974047 -0.000974047
3.5000 3.5000 11.5000 -0.000974047 0.000974047 -0.000974047
5.5000 -0.5000 -0.5000 0.000206027 -0.000155259 -0.000131743
5.5000 -0.5000 1.5000 -0.000202481 0.000315892 -8.85304e-06
5.5000 -0.5000 3.5000 -0.000373046 0.000103414 -2.05113e-05
5.5000 -0.5000 5.5000 -0.000461112 0.000233885 -0.000804945
5.5000 -0.5000 7.5000 0.000974047 -0.000740436 0.000974047
5.5000 -0.5000 9.5000 0.000974047 -0.000974047 0.000974047
5.5000 -0.5000 11.5000 0.000974047 -0.000974047 0.000974047
5.5000 1.5000 -0.5000 -0.000196818 9.90573e-05 -7.86398e-05
5.5000 1.5000 1.5000 -0.000974047 0.000185019 -0.000340195
5.5000 1.5000 3.5000 -0.000974047 -2.57383e-05 4.98062e-05
5.5000 1.5000 5.5000 -0.000974047 0.000420334 -0.000974047
5.5000 1.5000 7.5000 -0.000974047 -0.000974047 0.000974047
5.5000 1.5000 9.5000 -0.000974047 0.000974047 -0.000974047
5.5000 1.5000 11.5000 -0.000974047 0.000974047 -0.000974047
5.5000 3.5000 -0.5000 0.000559822 -0.00022769 0.000633232
5.5000 3.5000 1.5000 0.000281738 -7.5089e-05 0.000321596
5.5000 3.5000 3.5000 0.000422691 -0.000309 0.000825059
5.5000 3.5000 5.5000 0.000974047 -0.000220386 0.000572349
5.5000 3.5000 7.5000 0.000974047 -0.000974047 0.000974047
5.5000 3.5000 9.5000 -0.000974047 0.000974047 -0.000974047
5.5000 3.5000 11.5000 0.000974047 -0.000592113 0.000974047
