# x_mm  y_mm  z_mm  dk_x_radmm  dk_y_radmm  dk_z_radmm
-0.5000 -0.5000 -0.5000 -0.152258 0.00727241 0.251992
-0.5000 -0.5000 1.5000 -0.0492298 0.251992 0.251992
-0.5000 -0.5000 3.5000 0.0367369 0.0177344 -0.0304017
-0.5000 -0.5000 5.5000 -3.02672e-05 0.051889 0.0935812
-0.5000 -0.5000 7.5000 -0.0131544 0.0247668 0.166163
-0.5000 -0.5000 9.5000 -0.0341175 0.0124503 0.110686
-0.5000 -0.5000 11.5000 -0.0405093 -0.000672383 -0.0161021
-0.5000 1.5000 -0.5000 -0.11886 0.251992 0.078479
-0.5000 1.5000 1.5000 -0.0549485 0.251992 -0.251992
-0.5000 1.5000 3.5000 -0.0252897 0.0622408 -0.251992
-0.5000 1.5000 5.5000 -0.0406511 -0.00740893 -0.251992
-0.5000 1.5000 7.5000 -0.0697863 -0.0249001 -0.251992
-0.5000 1.5000 9.5000 -0.120826 0.0545069 -0.246851
-0.5000 1.5000 11.5000 -0.0642906 0.0325267 -0.0320474
-0.5000 3.5000 -0.5000 0.0392968 -0.101151 -0.00847184
-0.5000 3.5000 1.5000 0.000597362 0.0290535 0.104218
-0.5000 3.5000 3.5000 -0.00891932 -0.0564587 0.185204
-0.5000 3.5000 5.5000 -0.00610417 -0.0241732 0.112821
-0.5000 3.5000 7.5000 -0.021453 -0.0303927 0.0652352
-0.5000 3.5000 9.5000 -0.0677313 0.0276205 -0.015134
-0.5000 3.5000 11.5000 0.019079 -0.015715 0.0886494
1.5000 -0.5000 -0.5000 -0.251992 0.165292 0.251992
1.5000 -0.5000 1.5000 -0.0927472 0.251992 0.142796
1.5000 -0.5000 3.5000 0.0784151 0.00386986 -0.0311273
1.5000 -0.5000 5.5000 0.0495786 0.0390961 0.0163996
1.5000 -0.5000 7.5000 0.0806485 -0.00973113 0.0607577
1.5000 -0.5000 9.5000 0.153807 -0.044093 -0.251992
1.5000 -0.5000 11.5000 0.030414 -0.0268272 0.054887
1.5000 1.5000 -0.5000 -0.251992 0.251992 0.125948
1.5000 1.5000 1.5000 -0.0408418 0.251992 -0.251992
1.5000 1.5000 3.5000 0.0348494 -0.00893292 -0.251992
1.5000 1.5000 5.5000 0.0792803 -0.127479 -0.251992
1.5000 1.5000 7.5000 0.251992 -0.0912254 -0.251992
1.5000 1.5000 9.5000 0.251992 -0.0571246 -0.251992
1.5000 1.5000 11.5000 0.206368 -0.0889409 0.251992
1.5000 3.5000 -0.5000 0.072413 0.172873 -0.0780815
1.5000 3.5000 1.5000 0.0462347 0.251992 -0.0581909
1.5000 3.5000 3.5000 0.0373157 -0.0294044 -0.000987155
1.5000 3.5000 5.5000 0.0827664 -0.0297073 -0.0904134
1.5000 3.5000 7.5000 0.218181 -0.027896 0.0986527
1.5000 3.5000 9.5000 0.251992 -0.0409374 0.251992
1.5000 3.5000 11.5000 0.228298 -0.116452 0.251992
3.5000 -0.5000 -0.5000 0.203282 -0.0846996 -0.106542
3.5000 -0.5000 1.5000 0.0328773 0.0158831 -0.0451903
3.5000 -0.5000 3.5000 -0.251992 0.0246459 0.0185783
3.5000 -0.5000 5.5000 -0.251992 0.0691402 0.0425558
3.5000 -0.5000 7.5000 -0.229637 0.0240895 0.17565
3.5000 -0.5000 9.5000 0.251992 0.0325007 -0.0217909
3.5000 -0.5000 11.5000 -0.0362929 0.0033502 0.11242
3.5000 1.5000 -0.5000 0.152664 0.210239 -0.0540862
3.5000 1.5000 1.5000 -0.00170841 0.195844 -0.0173321
3.5000 1.5000 3.5000 -0.251992 -0.11077 0.251992
3.5000 1.5000 5.5000 -0.251992 -0.0328338 0.251992
3.5000 1.5000 7.5000 -0.251992 0.0531261 0.251992
3.5000 1.5000 9.5000 -0.251992 0.251992 -0.251992
3.5000 1.5000 11.5000 -0.251992 0.251992 -0.251992
3.5000 3.5000 -0.5000 -0.0784519 0.00164414 -0.0203472
3.5000 3.5000 1.5000 -0.0716195 0.0422187 -0.0122574
3.5000 3.5000 3.5000 -0.136567 -0.066926 0.0186154
3.5000 3.5000 5.5000 -0.11801 0.0107949 -0.0224265
3.5000 3.5000 7.5000 -0.251992 0.0352667 0.250363
3.5000 3.5000 9.5000 -0.251992 0.251992 -0.251992
3.5000 3.5000 11.5000 -0.212508 0.115328 -0.251992
5.5000 -0.5000 -0.5000 0.110419 -0.0363011 -0.0139162
5.5000 -0.5000 1.5000 -0.125682 0.118113 -0.030716
5.5000 -0.5000 3.5000 -0.210039 0.0925395 -0.0778812
5.5000 -0.5000 5.5000 -0.210368 0.0764942 -0.224458
5.5000 -0.5000 7.5000 0.0501418 -0.0466354 -0.0753185
5.5000 -0.5000 9.5000 0.251992 -0.1761 0.251992
5.5000 -0.5000 11.5000 0.251992 -0.198973 0.251992
5.5000 1.5000 -0.5000 -0.0678587 -0.00341741 -0.0215029
5.5000 1.5000 1.5000 -0.251992 0.0246452 -0.103279
5.5000 1.5000 3.5000 -0.251992 -0.00707105 -0.00114365
5.5000 1.5000 5.5000 -0.251992 0.0626022 -0.0888503
5.5000 1.5000 7.5000 -0.251992 -0.158533 0.251992
5.5000 1.5000 9.5000 -0.251992 0.251992 -0.251992
5.5000 1.5000 11.5000 -0.251992 0.251992 -0.251992
5.5000 3.5000 -0.5000 0.0778484 -0.0457872 0.0641149
5.5000 3.5000 1.5000 0.0218402 -0.0207997 0.0375039
5.5000 3.5000 3.5000 0.043414 -0.06098 0.0948117
5.5000 3.5000 5.5000 0.164841 -0.0354811 0.0838972
5.5000 3.5000 7.5000 0.221016 -0.240762 0.251992
5.5000 3.5000 9.5000 -0.251992 0.251992 -0.251992
5.5000 3.5000 11.5000 0.251992 -0.0608342 0.208512
